Unnamed: 0,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
213,2005,6,19,4,2005,1855,2115.0,2005,AA,1389,N476AA,70.0,70,56.0,70.0,70,DFW,ICT,328,3.0,11,0,N,0,0.0,15.0,0.0,0.0,55.0
214,2005,6,20,5,1947,1855,2057.0,2005,AA,1389,N234AA,70.0,70,47.0,52.0,52,DFW,ICT,328,4.0,19,0,N,0,52.0,0.0,0.0,0.0,0.0
215,2005,6,22,7,1923,1855,2038.0,2005,AA,1389,N407AA,75.0,70,57.0,33.0,28,DFW,ICT,328,3.0,15,0,N,0,14.0,0.0,5.0,0.0,14.0
216,2005,6,24,2,1912,1855,2026.0,2005,AA,1389,N540AA,74.0,70,51.0,21.0,17,DFW,ICT,328,6.0,17,0,N,0,11.0,0.0,4.0,0.0,6.0
217,2005,6,25,3,1927,1855,2038.0,2005,AA,1389,N486AA,71.0,70,55.0,33.0,32,DFW,ICT,328,5.0,11,0,N,0,16.0,0.0,1.0,0.0,16.0
218,2005,6,26,4,2023,1855,2146.0,2005,AA,1389,N450AA,83.0,70,58.0,101.0,88,DFW,ICT,328,8.0,17,0,N,0,65.0,0.0,13.0,0.0,23.0
221,2005,6,1,7,1732,1700,1835.0,1810,AA,1389,N411AA,63.0,70,45.0,25.0,32,SAT,DFW,247,9.0,9,0,N,0,0.0,0.0,0.0,0.0,25.0
222,2005,6,5,4,1709,1700,1829.0,1810,AA,1389,N516AA,80.0,70,46.0,19.0,9,SAT,DFW,247,20.0,14,0,N,0,0.0,0.0,10.0,0.0,9.0
223,2005,6,7,6,1730,1700,1840.0,1810,AA,1389,N573AA,70.0,70,47.0,30.0,30,SAT,DFW,247,11.0,12,0,N,0,0.0,0.0,0.0,0.0,30.0
224,2005,6,8,7,1823,1700,1936.0,1810,AA,1389,N297AA,73.0,70,43.0,86.0,83,SAT,DFW,247,16.0,14,0,N,0,0.0,0.0,3.0,0.0,83.0
225,2005,6,9,1,1858,1700,2024.0,1810,AA,1389,N477AA,86.0,70,42.0,134.0,118,SAT,DFW,247,12.0,32,0,N,0,0.0,0.0,119.0,0.0,15.0
226,2005,6,12,4,1740,1700,1847.0,1810,AA,1389,N553AA,67.0,70,46.0,37.0,40,SAT,DFW,247,10.0,11,0,N,0,37.0,0.0,0.0,0.0,0.0
227,2005,6,18,3,1752,1700,1907.0,1810,AA,1389,N483AA,75.0,70,45.0,57.0,52,SAT,DFW,247,20.0,10,0,N,0,12.0,0.0,5.0,0.0,40.0
228,2005,6,19,4,1801,1700,1915.0,1810,AA,1389,N476AA,74.0,70,49.0,65.0,61,SAT,DFW,247,14.0,11,0,N,0,0.0,61.0,4.0,0.0,0.0
230,2005,6,22,7,1729,1700,1834.0,1810,AA,1389,N407AA,65.0,70,42.0,24.0,29,SAT,DFW,247,14.0,9,0,N,0,0.0,0.0,0.0,0.0,24.0
231,2005,6,25,3,1724,1700,1836.0,1810,AA,1389,N486AA,72.0,70,44.0,26.0,24,SAT,DFW,247,17.0,11,0,N,0,0.0,0.0,4.0,0.0,22.0
232,2005,6,26,4,1730,1700,1843.0,1810,AA,1389,N450AA,73.0,70,45.0,33.0,30,SAT,DFW,247,15.0,13,0,N,0,0.0,0.0,15.0,0.0,18.0
234,2005,6,30,1,1728,1700,1832.0,1810,AA,1389,N593AA,64.0,70,42.0,22.0,28,SAT,DFW,247,11.0,11,0,N,0,0.0,0.0,0.0,0.0,22.0
235,2005,6,2,1,1924,1850,2002.0,1935,AA,1391,N525AA,98.0,105,81.0,27.0,34,DFW,ABQ,569,3.0,14,0,N,0,24.0,0.0,0.0,0.0,3.0
236,2005,6,4,3,1944,1850,2035.0,1935,AA,1391,N421AA,111.0,105,87.0,60.0,54,DFW,ABQ,569,9.0,15,0,N,0,0.0,0.0,6.0,0.0,54.0
237,2005,6,6,5,1959,1850,2041.0,1935,AA,1391,N591AA,102.0,105,81.0,66.0,69,DFW,ABQ,569,7.0,14,0,N,0,9.0,0.0,0.0,0.0,57.0
239,2005,6,8,7,1947,1850,2032.0,1935,AA,1391,N533AA,105.0,105,80.0,57.0,57,DFW,ABQ,569,5.0,20,0,N,0,37.0,0.0,0.0,0.0,20.0
240,2005,6,9,1,2151,1850,2238.0,1935,AA,1391,N408AA,107.0,105,81.0,183.0,181,DFW,ABQ,569,8.0,18,0,N,0,35.0,15.0,2.0,0.0,131.0
241,2005,6,10,2,1857,1850,1951.0,1935,AA,1391,N523AA,114.0,105,90.0,16.0,7,DFW,ABQ,569,6.0,18,0,N,0,7.0,0.0,9.0,0.0,0.0
242,2005,6,14,6,2157,1850,2245.0,1935,AA,1391,N490AA,108.0,105,87.0,190.0,187,DFW,ABQ,569,6.0,15,0,N,0,1.0,0.0,3.0,0.0,186.0
243,2005,6,15,7,1903,1850,1957.0,1935,AA,1391,N447AA,114.0,105,89.0,22.0,13,DFW,ABQ,569,7.0,18,0,N,0,9.0,0.0,9.0,0.0,4.0
244,2005,6,16,1,1935,1850,2018.0,1935,AA,1391,N468AA,103.0,105,80.0,43.0,45,DFW,ABQ,569,4.0,19,0,N,0,9.0,0.0,0.0,0.0,34.0
246,2005,6,19,4,2059,1850,2155.0,1935,AA,1391,N495AA,116.0,105,88.0,140.0,129,DFW,ABQ,569,5.0,23,0,N,0,0.0,29.0,11.0,0.0,100.0
247,2005,6,20,5,1909,1850,2007.0,1935,AA,1391,N504AA,118.0,105,90.0,32.0,19,DFW,ABQ,569,4.0,24,0,N,0,2.0,0.0,13.0,0.0,17.0
248,2005,6,21,6,2005,1850,2046.0,1935,AA,1391,N473AA,101.0,105,80.0,71.0,75,DFW,ABQ,569,5.0,16,0,N,0,71.0,0.0,0.0,0.0,0.0
249,2005,6,22,7,1903,1850,1956.0,1935,AA,1391,N459AA,113.0,105,86.0,21.0,13,DFW,ABQ,569,4.0,23,0,N,0,0.0,10.0,8.0,0.0,3.0
250,2005,6,23,1,1906,1850,2002.0,1935,AA,1391,N547AA,116.0,105,88.0,27.0,16,DFW,ABQ,569,10.0,18,0,N,0,16.0,0.0,11.0,0.0,0.0
251,2005,6,24,2,2011,1850,2100.0,1935,AA,1391,N557AA,109.0,105,88.0,85.0,81,DFW,ABQ,569,4.0,17,0,N,0,71.0,0.0,4.0,0.0,10.0
252,2005,6,25,3,1954,1850,2159.0,1935,AA,1391,N583AA,185.0,105,77.0,144.0,64,DFW,ABQ,569,3.0,105,0,N,0,64.0,0.0,80.0,0.0,0.0
254,2005,6,30,1,2133,1850,2212.0,1935,AA,1391,N527AA,99.0,105,78.0,157.0,163,DFW,ABQ,569,4.0,17,0,N,0,154.0,0.0,0.0,0.0,3.0
255,2005,6,4,3,1739,1650,1910.0,1805,AA,1391,N421AA,151.0,135,115.0,65.0,49,IND,DFW,762,20.0,16,0,N,0,0.0,0.0,16.0,0.0,49.0
256,2005,6,7,6,1657,1650,1822.0,1805,AA,1391,N444AA,145.0,135,108.0,17.0,7,IND,DFW,762,20.0,17,0,N,0,0.0,0.0,10.0,0.0,7.0
257,2005,6,8,7,1709,1650,1835.0,1805,AA,1391,N533AA,146.0,135,104.0,30.0,19,IND,DFW,762,22.0,20,0,N,0,0.0,0.0,11.0,0.0,19.0
258,2005,6,9,1,1858,1650,2026.0,1805,AA,1391,N408AA,148.0,135,120.0,141.0,128,IND,DFW,762,9.0,19,0,N,0,0.0,0.0,82.0,0.0,59.0
260,2005,6,16,1,1744,1650,1851.0,1805,AA,1391,N468AA,127.0,135,102.0,46.0,54,IND,DFW,762,17.0,8,0,N,0,0.0,0.0,0.0,0.0,46.0
262,2005,6,19,4,1901,1650,2006.0,1805,AA,1391,N208AA,125.0,135,104.0,121.0,131,IND,DFW,762,6.0,15,0,N,0,0.0,0.0,0.0,0.0,121.0
265,2005,6,23,1,1721,1650,1826.0,1805,AA,1391,N446AA,125.0,135,108.0,21.0,31,IND,DFW,762,4.0,13,0,N,0,0.0,0.0,0.0,0.0,21.0
267,2005,6,26,4,1704,1650,1825.0,1805,AA,1391,N477AA,141.0,135,108.0,20.0,14,IND,DFW,762,5.0,28,0,N,0,0.0,0.0,6.0,0.0,14.0
269,2005,6,20,5,1105,915,1321.0,1145,AA,1393,N509AA,136.0,150,109.0,96.0,110,LGA,ATL,761,6.0,21,0,N,0,96.0,0.0,0.0,0.0,0.0
270,2005,6,25,3,935,915,1204.0,1145,AA,1393,N498AA,149.0,150,103.0,19.0,20,LGA,ATL,761,8.0,38,0,N,0,18.0,0.0,0.0,0.0,1.0
271,2005,6,26,4,1035,915,1302.0,1145,AA,1393,N244AA,147.0,150,110.0,77.0,80,LGA,ATL,761,6.0,31,0,N,0,67.0,0.0,0.0,0.0,10.0
272,2005,6,30,1,949,915,1212.0,1145,AA,1393,N4UBAA,143.0,150,114.0,27.0,34,LGA,ATL,761,5.0,24,0,N,0,0.0,0.0,10.0,0.0,17.0
273,2005,6,9,1,752,715,1134.0,1105,AA,1394,N477AA,162.0,170,147.0,29.0,37,DFW,FLL,1119,5.0,10,0,N,0,29.0,0.0,0.0,0.0,0.0
274,2005,6,19,4,830,715,1236.0,1105,AA,1394,N495AA,186.0,170,142.0,91.0,75,DFW,FLL,1119,6.0,38,0,N,0,0.0,75.0,16.0,0.0,0.0
276,2005,6,1,7,1339,1305,1507.0,1440,AA,1395,N505AA,148.0,155,133.0,27.0,34,TPA,DFW,929,6.0,9,0,N,0,0.0,27.0,0.0,0.0,0.0
277,2005,6,4,3,1404,1305,1538.0,1440,AA,1395,N405AA,154.0,155,134.0,58.0,59,TPA,DFW,929,7.0,13,0,N,0,51.0,0.0,0.0,0.0,7.0
281,2005,6,10,2,1343,1305,1517.0,1440,AA,1395,N441AA,154.0,155,135.0,37.0,38,TPA,DFW,929,9.0,10,0,N,0,10.0,0.0,0.0,0.0,27.0
283,2005,6,14,6,1358,1305,1524.0,1440,AA,1395,N559AA,146.0,155,127.0,44.0,53,TPA,DFW,929,7.0,12,0,N,0,0.0,0.0,0.0,0.0,44.0
284,2005,6,19,4,1419,1305,1554.0,1440,AA,1395,N535AA,155.0,155,135.0,74.0,74,TPA,DFW,929,6.0,14,0,N,0,2.0,0.0,0.0,0.0,72.0
286,2005,6,21,6,1328,1305,1506.0,1440,AA,1395,N557AA,158.0,155,134.0,26.0,23,TPA,DFW,929,12.0,12,0,N,0,0.0,5.0,3.0,0.0,18.0
287,2005,6,22,7,1319,1305,1526.0,1440,AA,1395,N421AA,187.0,155,138.0,46.0,14,TPA,DFW,929,14.0,35,0,N,0,0.0,0.0,32.0,0.0,14.0
291,2005,6,29,7,1337,1305,1513.0,1440,AA,1395,N516AA,156.0,155,133.0,33.0,32,TPA,DFW,929,12.0,11,0,N,0,0.0,0.0,1.0,0.0,32.0
296,2005,6,7,6,1821,1610,2324.0,2145,AA,1396,N593AA,183.0,215,164.0,99.0,131,SFO,DFW,1464,3.0,16,0,N,0,4.0,0.0,0.0,0.0,95.0
298,2005,6,9,1,1728,1610,2240.0,2145,AA,1396,N4XEAA,192.0,215,163.0,55.0,78,SFO,DFW,1464,13.0,16,0,N,0,0.0,0.0,55.0,0.0,0.0
299,2005,6,10,2,1711,1610,2218.0,2145,AA,1396,N4XRAA,187.0,215,162.0,33.0,61,SFO,DFW,1464,6.0,19,0,N,0,14.0,0.0,0.0,0.0,19.0
303,2006,6,15,7,1714,1610,2229.0,2145,AA,1396,N4WWAA,195.0,215,173.0,44.0,64,SFO,DFW,1464,3.0,19,0,N,0,6.0,0.0,0.0,0.0,38.0
304,2006,6,17,2,1758,1610,2312.0,2145,AA,1396,N433AA,194.0,215,171.0,87.0,108,SFO,DFW,1464,10.0,13,0,N,0,5.0,0.0,0.0,0.0,82.0
305,2006,6,19,4,1803,1610,2317.0,2145,AA,1396,N562AA,194.0,215,180.0,92.0,113,SFO,DFW,1464,4.0,10,0,N,0,4.0,0.0,0.0,0.0,88.0
306,2006,6,22,7,1635,1610,2233.0,2145,AA,1396,N597AA,238.0,215,193.0,48.0,25,SFO,DFW,1464,14.0,31,0,N,0,0.0,0.0,24.0,0.0,24.0
307,2006,6,23,1,1616,1610,2210.0,2145,AA,1396,N4YLAA,234.0,215,190.0,25.0,6,SFO,DFW,1464,27.0,17,0,N,0,5.0,0.0,19.0,0.0,1.0
308,2006,6,24,2,1635,1610,2200.0,2145,AA,1396,N410AA,205.0,215,181.0,15.0,25,SFO,DFW,1464,3.0,21,0,N,0,0.0,0.0,0.0,0.0,15.0
309,2006,6,26,4,1650,1610,2213.0,2145,AA,1396,N4WDAA,203.0,215,179.0,28.0,40,SFO,DFW,1464,11.0,13,0,N,0,5.0,0.0,0.0,0.0,23.0
310,2006,6,27,5,1708,1610,2236.0,2145,AA,1396,N4YBAA,208.0,215,188.0,51.0,58,SFO,DFW,1464,7.0,13,0,N,0,8.0,0.0,0.0,0.0,43.0
312,2006,6,4,3,935,850,1106.0,1010,AA,1397,N408AA,151.0,140,109.0,56.0,45,ATL,DFW,732,6.0,36,0,N,0,45.0,0.0,11.0,0.0,0.0
313,2006,6,6,5,939,850,1113.0,1010,AA,1397,N560AA,154.0,140,103.0,63.0,49,ATL,DFW,732,16.0,35,0,N,0,49.0,0.0,14.0,0.0,0.0
314,2006,6,7,6,1118,850,1250.0,1010,AA,1397,N464AA,152.0,140,99.0,160.0,148,ATL,DFW,732,23.0,30,0,N,0,148.0,0.0,12.0,0.0,0.0
315,2006,6,8,7,1101,850,1218.0,1010,AA,1397,N262AA,137.0,140,102.0,128.0,131,ATL,DFW,732,10.0,25,0,N,0,128.0,0.0,0.0,0.0,0.0
316,2006,6,9,1,1159,850,1322.0,1010,AA,1397,N578AA,143.0,140,117.0,192.0,189,ATL,DFW,732,12.0,14,0,N,0,189.0,0.0,3.0,0.0,0.0
317,2006,6,10,2,949,850,1103.0,1010,AA,1397,N442AA,134.0,140,108.0,53.0,59,ATL,DFW,732,7.0,19,0,N,0,53.0,0.0,0.0,0.0,0.0
318,2006,6,16,1,1128,850,1258.0,1010,AA,1397,N496AA,150.0,140,104.0,168.0,158,ATL,DFW,732,13.0,33,0,N,0,158.0,0.0,10.0,0.0,0.0
319,2006,6,19,4,930,850,1147.0,1010,AA,1397,N450AA,197.0,140,118.0,97.0,40,ATL,DFW,732,19.0,60,0,N,0,20.0,0.0,77.0,0.0,0.0
320,2006,6,23,1,937,850,1057.0,1010,AA,1397,N405AA,140.0,140,105.0,47.0,47,ATL,DFW,732,9.0,26,0,N,0,47.0,0.0,0.0,0.0,0.0
323,2006,6,28,6,948,850,1113.0,1010,AA,1397,N419AA,145.0,140,102.0,63.0,58,ATL,DFW,732,14.0,29,0,N,0,58.0,0.0,5.0,0.0,0.0
324,2006,6,29,7,1032,850,1211.0,1010,AA,1397,N427AA,159.0,140,101.0,121.0,102,ATL,DFW,732,32.0,26,0,N,0,102.0,0.0,19.0,0.0,0.0
325,2006,6,30,1,946,850,1102.0,1010,AA,1397,N414AA,136.0,140,110.0,52.0,56,ATL,DFW,732,6.0,20,0,N,0,52.0,0.0,0.0,0.0,0.0
326,2006,6,4,3,1142,1055,1247.0,1200,AA,1397,N408AA,65.0,65,46.0,47.0,47,DFW,SAT,247,4.0,15,0,N,0,1.0,0.0,0.0,0.0,46.0
328,2006,6,6,5,1149,1055,1247.0,1200,AA,1397,N560AA,58.0,65,42.0,47.0,54,DFW,SAT,247,3.0,13,0,N,0,1.0,0.0,0.0,0.0,46.0
329,2006,6,7,6,1318,1055,1420.0,1200,AA,1397,N464AA,62.0,65,41.0,140.0,143,DFW,SAT,247,3.0,18,0,N,0,0.0,0.0,0.0,0.0,140.0
330,2006,6,9,1,1252,1055,1351.0,1200,AA,1397,N425AA,59.0,65,41.0,111.0,117,DFW,SAT,247,5.0,13,0,N,0,9.0,0.0,0.0,0.0,102.0
331,2006,6,10,2,1140,1055,1237.0,1200,AA,1397,N442AA,57.0,65,43.0,37.0,45,DFW,SAT,247,2.0,12,0,N,0,2.0,0.0,0.0,0.0,35.0
335,2006,6,16,1,1407,1055,1505.0,1200,AA,1397,N496AA,58.0,65,41.0,185.0,192,DFW,SAT,247,3.0,14,0,N,0,33.0,0.0,0.0,0.0,152.0
336,2006,6,19,4,1310,1055,1411.0,1200,AA,1397,N207AA,61.0,65,40.0,131.0,135,DFW,SAT,247,4.0,17,0,N,0,0.0,77.0,0.0,0.0,54.0
337,2006,6,23,1,1133,1055,1226.0,1200,AA,1397,N405AA,53.0,65,39.0,26.0,38,DFW,SAT,247,3.0,11,0,N,0,1.0,0.0,0.0,0.0,25.0
339,2006,6,28,6,1157,1055,1256.0,1200,AA,1397,N4XGAA,59.0,65,41.0,56.0,62,DFW,SAT,247,3.0,15,0,N,0,38.0,0.0,0.0,0.0,18.0
340,2006,6,29,7,1256,1055,1409.0,1200,AA,1397,N427AA,73.0,65,43.0,129.0,121,DFW,SAT,247,5.0,25,0,N,0,10.0,0.0,8.0,0.0,111.0
341,2006,6,30,1,1205,1055,1310.0,1200,AA,1397,N516AA,65.0,65,44.0,70.0,70,DFW,SAT,247,4.0,17,0,N,0,10.0,0.0,0.0,0.0,60.0
342,2006,6,8,7,632,615,823.0,755,AA,1399,N450AA,111.0,100,85.0,28.0,17,STL,DFW,551,13.0,13,0,N,0,17.0,0.0,11.0,0.0,0.0
343,2006,6,16,1,716,615,910.0,755,AA,1399,N406AA,114.0,100,92.0,75.0,61,STL,DFW,551,9.0,13,0,N,0,61.0,0.0,14.0,0.0,0.0
347,2006,6,9,1,1745,1715,2006.0,1845,AA,1400,N262AA,141.0,90,101.0,81.0,30,DFW,MEM,432,10.0,30,0,N,0,0.0,11.0,51.0,0.0,19.0
348,2006,6,13,5,1752,1715,1915.0,1845,AA,1400,N477AA,83.0,90,65.0,30.0,37,DFW,MEM,432,6.0,12,0,N,0,30.0,0.0,0.0,0.0,0.0
350,2006,6,17,2,1733,1715,1916.0,1845,AA,1400,N4XUAA,103.0,90,60.0,31.0,18,DFW,MEM,432,10.0,33,0,N,0,0.0,17.0,13.0,0.0,1.0
351,2006,6,19,4,1755,1715,1918.0,1845,AA,1400,N541AA,83.0,90,61.0,33.0,40,DFW,MEM,432,4.0,18,0,N,0,0.0,21.0,0.0,0.0,12.0
352,2006,6,25,3,1827,1715,1949.0,1845,AA,1400,N521AA,82.0,90,64.0,64.0,72,DFW,MEM,432,4.0,14,0,N,0,0.0,0.0,0.0,0.0,64.0
353,2006,6,26,4,1748,1715,1910.0,1845,AA,1400,N4XEAA,82.0,90,63.0,25.0,33,DFW,MEM,432,5.0,14,0,N,0,25.0,0.0,0.0,0.0,0.0
354,2006,6,3,2,1033,1005,1333.0,1315,AA,1402,N519AA,120.0,130,102.0,18.0,28,DFW,ATL,732,10.0,8,0,N,0,18.0,0.0,0.0,0.0,0.0
355,2006,6,8,7,1028,1005,1353.0,1315,AA,1402,N431AA,145.0,130,111.0,38.0,23,DFW,ATL,732,16.0,18,0,N,0,23.0,0.0,15.0,0.0,0.0
357,2006,6,10,2,1028,1005,1337.0,1315,AA,1402,N466AA,129.0,130,100.0,22.0,23,DFW,ATL,732,14.0,15,0,N,0,8.0,0.0,0.0,0.0,14.0
360,2006,6,19,4,1216,1005,1547.0,1315,AA,1402,N4YGAA,151.0,130,102.0,152.0,131,DFW,ATL,732,15.0,34,0,N,0,0.0,131.0,21.0,0.0,0.0
361,2006,6,29,7,1224,1005,1552.0,1315,AA,1402,N507AA,148.0,130,107.0,157.0,139,DFW,ATL,732,18.0,23,0,N,0,53.0,0.0,18.0,0.0,86.0
362,2006,6,10,2,812,740,945.0,910,AA,1402,N466AA,93.0,90,69.0,35.0,32,MCI,DFW,460,11.0,13,0,N,0,32.0,0.0,3.0,0.0,0.0
363,2006,6,18,3,803,740,938.0,910,AA,1402,N572AA,95.0,90,72.0,28.0,23,MCI,DFW,460,11.0,12,0,N,0,23.0,0.0,5.0,0.0,0.0
364,2006,6,29,7,808,740,946.0,910,AA,1402,N585AA,98.0,90,74.0,36.0,28,MCI,DFW,460,11.0,13,0,N,0,28.0,0.0,8.0,0.0,0.0
366,2006,6,1,7,1542,1525,1739.0,1715,AA,1403,N4UBAA,117.0,110,89.0,24.0,17,ORD,TUL,585,3.0,25,0,N,0,3.0,0.0,7.0,0.0,14.0
367,2006,6,3,2,1634,1525,1827.0,1715,AA,1403,N241AA,113.0,110,88.0,72.0,69,ORD,TUL,585,6.0,19,0,N,0,0.0,0.0,14.0,0.0,58.0
368,2006,6,4,3,1537,1525,1744.0,1715,AA,1403,N477AA,127.0,110,89.0,29.0,12,ORD,TUL,585,3.0,35,0,N,0,0.0,0.0,21.0,0.0,8.0
369,2006,6,5,4,1658,1525,1848.0,1715,AA,1403,N207AA,110.0,110,90.0,93.0,93,ORD,TUL,585,4.0,16,0,N,0,0.0,0.0,7.0,0.0,86.0
370,2006,6,6,5,1658,1525,1858.0,1715,AA,1403,N580AA,120.0,110,90.0,103.0,93,ORD,TUL,585,3.0,27,0,N,0,0.0,0.0,14.0,0.0,89.0
371,2006,6,7,6,1550,1525,1806.0,1715,AA,1403,N428AA,136.0,110,85.0,51.0,25,ORD,TUL,585,2.0,49,0,N,0,0.0,0.0,35.0,0.0,16.0
372,2006,6,9,1,1624,1525,1815.0,1715,AA,1403,N527AA,111.0,110,93.0,60.0,59,ORD,TUL,585,4.0,14,0,N,0,0.0,0.0,14.0,0.0,46.0
376,2006,6,15,7,1638,1525,1820.0,1715,AA,1403,N533AA,102.0,110,85.0,65.0,73,ORD,TUL,585,2.0,15,0,N,0,12.0,0.0,0.0,0.0,53.0
377,2006,6,16,1,1602,1525,1751.0,1715,AA,1403,N573AA,109.0,110,87.0,36.0,37,ORD,TUL,585,3.0,19,0,N,0,0.0,0.0,10.0,0.0,26.0
379,2006,6,20,5,1550,1525,1737.0,1715,AA,1403,N4WKAA,107.0,110,84.0,22.0,25,ORD,TUL,585,4.0,19,0,N,0,20.0,0.0,0.0,0.0,2.0
381,2006,6,25,3,1613,1525,1752.0,1715,AA,1403,N549AA,99.0,110,82.0,37.0,48,ORD,TUL,585,3.0,14,0,N,0,0.0,0.0,1.0,0.0,36.0
382,2006,6,27,5,1626,1525,1817.0,1715,AA,1403,N237AA,111.0,110,88.0,62.0,61,ORD,TUL,585,4.0,19,0,N,0,0.0,0.0,7.0,0.0,55.0
384,2006,6,3,2,1652,1535,2250.0,2105,AA,1406,N4XTAA,238.0,210,189.0,105.0,77,PHX,ORD,1440,9.0,40,0,N,0,0.0,0.0,31.0,0.0,74.0
385,2006,6,4,3,1656,1535,2221.0,2105,AA,1406,N4WSAA,205.0,210,165.0,76.0,81,PHX,ORD,1440,26.0,14,0,N,0,0.0,0.0,59.0,0.0,17.0
386,2006,6,5,4,1622,1535,2229.0,2105,AA,1406,N435AA,247.0,210,183.0,84.0,47,PHX,ORD,1440,26.0,38,0,N,0,0.0,0.0,39.0,0.0,45.0
387,2006,6,6,5,1842,1535,14.0,2105,AA,1406,N4XVAA,212.0,210,170.0,189.0,187,PHX,ORD,1440,27.0,15,0,N,0,0.0,0.0,136.0,0.0,53.0
388,2006,6,7,6,1600,1535,2200.0,2105,AA,1406,N4WXAA,240.0,210,187.0,55.0,25,PHX,ORD,1440,6.0,47,0,N,0,0.0,0.0,30.0,0.0,25.0
390,2006,6,9,1,1558,1535,2137.0,2105,AA,1406,N4XTAA,219.0,210,197.0,32.0,23,PHX,ORD,1440,7.0,15,0,N,0,0.0,0.0,20.0,0.0,12.0
392,2006,6,11,3,1601,1535,2149.0,2105,AA,1406,N4YSAA,228.0,210,163.0,44.0,26,PHX,ORD,1440,47.0,18,0,N,0,0.0,0.0,18.0,0.0,26.0
393,2006,6,12,4,1602,1535,2206.0,2105,AA,1406,N4WPAA,244.0,210,179.0,61.0,27,PHX,ORD,1440,6.0,59,0,N,0,0.0,0.0,34.0,0.0,27.0
394,2006,6,13,5,1623,1535,2138.0,2105,AA,1406,N4XNAA,195.0,210,179.0,33.0,48,PHX,ORD,1440,6.0,10,0,N,0,0.0,0.0,0.0,0.0,33.0
395,2006,6,15,7,1644,1535,2159.0,2105,AA,1406,N4XFAA,195.0,210,174.0,54.0,69,PHX,ORD,1440,9.0,12,0,N,0,0.0,0.0,0.0,0.0,54.0
397,2006,6,19,4,1607,1535,2124.0,2105,AA,1406,N4YCAA,197.0,210,177.0,19.0,32,PHX,ORD,1440,5.0,15,0,N,0,0.0,0.0,0.0,0.0,19.0
398,2006,6,20,5,1559,1535,2127.0,2105,AA,1406,N4WJAA,208.0,210,180.0,22.0,24,PHX,ORD,1440,11.0,17,0,N,0,0.0,0.0,4.0,0.0,18.0
400,2007,6,25,3,1613,1535,2134.0,2105,AA,1406,N4XYAA,201.0,210,180.0,29.0,38,PHX,ORD,1440,12.0,9,0,N,0,0.0,0.0,0.0,0.0,29.0
401,2007,6,26,4,1623,1535,2210.0,2105,AA,1406,N200AA,227.0,210,195.0,65.0,48,PHX,ORD,1440,10.0,22,0,N,0,0.0,0.0,17.0,0.0,48.0
402,2007,6,27,5,1652,1535,2200.0,2105,AA,1406,N4XHAA,188.0,210,172.0,55.0,77,PHX,ORD,1440,4.0,12,0,N,0,0.0,0.0,31.0,0.0,24.0
403,2007,6,28,6,1643,1535,2205.0,2105,AA,1406,N556AA,202.0,210,177.0,60.0,68,PHX,ORD,1440,14.0,11,0,N,0,14.0,0.0,0.0,0.0,46.0
404,2007,6,29,7,1552,1535,2120.0,2105,AA,1406,N201AA,208.0,210,183.0,15.0,17,PHX,ORD,1440,13.0,12,0,N,0,0.0,0.0,6.0,0.0,9.0
405,2007,6,30,1,1557,1535,2121.0,2105,AA,1406,N4YMAA,204.0,210,184.0,16.0,22,PHX,ORD,1440,7.0,13,0,N,0,16.0,0.0,0.0,0.0,0.0
406,2007,6,3,2,1305,1220,1617.0,1435,AA,1407,N4WBAA,312.0,255,234.0,102.0,45,ORD,LAX,1745,9.0,69,0,N,0,0.0,45.0,57.0,0.0,0.0
407,2007,6,9,1,1228,1220,1501.0,1435,AA,1407,N4XMAA,273.0,255,240.0,26.0,8,ORD,LAX,1745,15.0,18,0,N,0,6.0,0.0,18.0,0.0,2.0
408,2007,6,10,2,1419,1220,1658.0,1435,AA,1407,N4XWAA,279.0,255,249.0,143.0,119,ORD,LAX,1745,11.0,19,0,N,0,9.0,0.0,24.0,0.0,110.0
409,2007,6,13,5,1247,1220,1515.0,1435,AA,1407,N433AA,268.0,255,247.0,40.0,27,ORD,LAX,1745,4.0,17,0,N,0,0.0,0.0,20.0,0.0,20.0
410,2007,6,15,7,1246,1220,1505.0,1435,AA,1407,N438AA,259.0,255,238.0,30.0,26,ORD,LAX,1745,4.0,17,0,N,0,0.0,0.0,18.0,0.0,12.0
411,2007,6,22,7,1238,1220,1451.0,1435,AA,1407,N434AA,253.0,255,230.0,16.0,18,ORD,LAX,1745,8.0,15,0,N,0,16.0,0.0,0.0,0.0,0.0
413,2007,6,25,3,1236,1220,1518.0,1435,AA,1407,N599AA,282.0,255,229.0,43.0,16,ORD,LAX,1745,6.0,47,0,N,0,0.0,0.0,31.0,0.0,12.0
414,2007,6,29,7,1250,1220,1503.0,1435,AA,1407,N572AA,253.0,255,221.0,28.0,30,ORD,LAX,1745,19.0,13,0,N,0,28.0,0.0,0.0,0.0,0.0
415,2007,6,1,7,947,925,1323.0,1305,AA,1408,N582AA,156.0,160,139.0,18.0,22,DFW,RDU,1062,3.0,14,0,N,0,12.0,0.0,0.0,0.0,6.0
